Locus Tag	Product	Pathway Name	Pathway Xref	Pathway Database	Pathway Version	ECO code	ECO term	PMID
PALES_19421	aspartate-semialdehyde dehydrogenase	L-lysine biosynthesis via DAP pathway	UPA00034	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19431	aspartate-semialdehyde dehydrogenase	L-lysine biosynthesis via DAP pathway	UPA00034	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_34361	dihydrodipicolinate synthase	L-lysine biosynthesis via DAP pathway	UPA00034	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_41591	succinyl-diaminopimelate desuccinylase	L-lysine biosynthesis via DAP pathway	UPA00034	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43151	dihydrodipicolinate synthase	L-lysine biosynthesis via DAP pathway	UPA00034	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_44121	aspartate kinase	L-lysine biosynthesis via DAP pathway	UPA00034	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_51441	dihydrodipicolinate reductase	L-lysine biosynthesis via DAP pathway	UPA00034	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_56721	diaminopimelate decarboxylase	L-lysine biosynthesis via DAP pathway	UPA00034	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_56731	diaminopimelate epimerase	L-lysine biosynthesis via DAP pathway	UPA00034	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_07391	putative dihydrodipicolinate synthase	L-lysine biosynthesis via DAP pathway; tetrahydrodipicolinate from L-aspartate: step 3	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_45301	hypothetical protein	L-lysine degradation via acetate pathway	UPA00870	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_57831	hypothetical protein	L-lysine degradation via acetate pathway	UPA00870	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_37411	dihydrolipoamide succinyltransferase	L-lysine degradation via saccharopine pathway	UPA00868	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03871	homoserine O-acetyltransferase	L-methionine biosynthesis via de novo pathway	UPA00051	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_12441	homoserine dehydrogenase	L-methionine biosynthesis via de novo pathway	UPA00051	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19421	aspartate-semialdehyde dehydrogenase	L-methionine biosynthesis via de novo pathway	UPA00051	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19431	aspartate-semialdehyde dehydrogenase	L-methionine biosynthesis via de novo pathway	UPA00051	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19531	o-succinylhomoserine sulfhydrylase	L-methionine biosynthesis via de novo pathway	UPA00051	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_33961	5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase	L-methionine biosynthesis via de novo pathway	UPA00051	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_34821	B12-dependent methionine synthase	L-methionine biosynthesis via de novo pathway	UPA00051	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_44121	aspartate kinase	L-methionine biosynthesis via de novo pathway	UPA00051	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_18991	methylthioribose-1-phosphate isomerase	L-methionine biosynthesis via salvage pathway	UPA00904	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_36421	enolase-phosphatase E-1	L-methionine biosynthesis via salvage pathway	UPA00904	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_36431	putative oxidase	L-methionine biosynthesis via salvage pathway	UPA00904	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_36441	methylthioribulose-1-phosphate dehydratase	L-methionine biosynthesis via salvage pathway	UPA00904	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19021	chorismate mutase	L-phenylalanine biosynthesis	UPA00121	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_33141	homogentisate 1,2-dioxygenase	L-phenylalanine degradation	UPA00139	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_33151	fumarylacetoacetase	L-phenylalanine degradation	UPA00139	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_44441	phenylalanine 4-monooxygenase	L-phenylalanine degradation	UPA00139	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03911	pyrroline-5-carboxylate reductase	L-proline biosynthesis	UPA00098	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09691	gamma-glutamyl phosphate reductase	L-proline biosynthesis	UPA00098	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_49481	gamma-glutamyl kinase	L-proline biosynthesis	UPA00098	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_45611	bifunctional proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase	L-proline degradation into L-glutamate	UPA00261	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19011	phosphoserine aminotransferase	L-serine biosynthesis	UPA00135	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35721	phosphoserine phosphatase	L-serine biosynthesis	UPA00135	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_42321	hypothetical protein	L-serine biosynthesis	UPA00135	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_53461	putative phosphoserine phosphatase	L-serine biosynthesis	UPA00135	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_12441	homoserine dehydrogenase	L-threonine biosynthesis	UPA00050	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19421	aspartate-semialdehyde dehydrogenase	L-threonine biosynthesis	UPA00050	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19431	aspartate-semialdehyde dehydrogenase	L-threonine biosynthesis	UPA00050	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_44121	aspartate kinase	L-threonine biosynthesis	UPA00050	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_58911	homoserine kinase	L-threonine biosynthesis	UPA00050	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_00341	tryptophan synthase subunit alpha	L-tryptophan biosynthesis	UPA00035	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_00351	tryptophan synthase subunit beta	L-tryptophan biosynthesis	UPA00035	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_06061	anthranilate synthase component I	L-tryptophan biosynthesis	UPA00035	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_06281	anthranilate synthase component II	L-tryptophan biosynthesis	UPA00035	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_06291	anthranilate phosphoribosyltransferase	L-tryptophan biosynthesis	UPA00035	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_06301	indole-3-glycerol-phosphate synthase	L-tryptophan biosynthesis	UPA00035	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19461	N-(5'-phosphoribosyl)anthranilate isomerase	L-tryptophan biosynthesis	UPA00035	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35711	para-aminobenzoate synthase component I	L-tryptophan biosynthesis	UPA00035	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43231	anthranilate synthase component II	L-tryptophan biosynthesis	UPA00035	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43241	anthranilate synthase component I	L-tryptophan biosynthesis	UPA00035	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_27151	putative tryptophan oxygenase	L-tryptophan degradation via kynurenine pathway	UPA00333	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_32401	kynurenine formamidase, KynB	L-tryptophan degradation via kynurenine pathway	UPA00333	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03501	dihydroxy-acid dehydratase	L-valine biosynthesis	UPA00049	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_18741	phosphogluconate dehydratase	L-valine biosynthesis	UPA00049	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_50791	ketol-acid reductoisomerase	L-valine biosynthesis	UPA00049	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_50801	acetolactate synthase 3 regulatory subunit	L-valine biosynthesis	UPA00049	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_50811	acetolactate synthase 3 catalytic subunit	L-valine biosynthesis	UPA00049	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54021	branched-chain amino acid aminotransferase	L-valine biosynthesis	UPA00049	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14641	3-hydroxyisobutyrate dehydrogenase	L-valine degradation	UPA00362	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_46001	putative 3-hydroxyisobutyrate dehydrogenase	L-valine degradation	UPA00362	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_00101	lipid A biosynthesis lauroyl acyltransferase	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_06341	putative ubiquinone biosynthesis protein	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_08481	5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09911	apolipoprotein N-acyltransferase	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_10041	hypothetical protein	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_13891	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14441	3-hydroxy-acyl-CoA dehydrogenase	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14851	alginate o-acetyltransferase AlgI	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_18251	lipid A biosynthesis lauroyl acyltransferase	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20481	multifunctional fatty acid oxidation complex subunit alpha	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35921	putative 3-hydroxyacyl-CoA dehydrogenase	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_37091	putative thioesterase	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_37341	putative thioesterase	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43051	hypothetical protein	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43461	hypothetical protein	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43571	hypothetical protein	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_52151	hypothetical protein	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_53361	putative iron-sulfur cluster-binding protein	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54461	poly(3-hydroxyalkanoic acid) synthase 1	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54481	poly(3-hydroxyalkanoic acid) synthase 2	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_55821	putative 3-hydroxyacyl-CoA dehydrogenase	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_55961	hypothetical protein	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_56151	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_56171	2-octaprenyl-6-methoxyphenyl hydroxylase	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_56401	hypothetical protein	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_57821	3-hydroxybutyryl-CoA dehydrogenase	Limonene and pinene degradation	00903	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_06341	putative ubiquinone biosynthesis protein	Linoleic acid metabolism	00591	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14061	alcohol dehydrogenase class III	Linoleic acid metabolism	00591	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_56151	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	Linoleic acid metabolism	00591	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_56171	2-octaprenyl-6-methoxyphenyl hydroxylase	Linoleic acid metabolism	00591	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_13911	UDP-N-acetylglucosamine acyltransferase	lipid IV(A) biosynthesis	UPA00359	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_13921	lipid-A-disaccharide synthase	lipid IV(A) biosynthesis	UPA00359	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20811	tetraacyldisaccharide 4'-kinase	lipid IV(A) biosynthesis	UPA00359	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35371	UDP-2,3-diacylglucosamine hydrolase	lipid IV(A) biosynthesis	UPA00359	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_47851	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	lipid IV(A) biosynthesis	UPA00359	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09791	lipoyltransferase	Lipoic acid metabolism	00785	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09801	lipoyl synthase	Lipoic acid metabolism	00785	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_00101	lipid A biosynthesis lauroyl acyltransferase	Lipopolysaccharide biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_00101	lipid A biosynthesis lauroyl acyltransferase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09911	apolipoprotein N-acyltransferase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_12201	N-Acetyl-D-Glucosamine phosphotransferase system transporter	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_13891	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	Lipopolysaccharide biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_13891	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_13901	(3R)-hydroxymyristoyl-ACP dehydratase	Lipopolysaccharide biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_13911	UDP-N-acetylglucosamine acyltransferase	Lipopolysaccharide biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_13911	UDP-N-acetylglucosamine acyltransferase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_13921	lipid-A-disaccharide synthase	Lipopolysaccharide biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_13921	lipid-A-disaccharide synthase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_13991	2-dehydro-3-deoxyphosphooctonate aldolase	Lipopolysaccharide biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_13991	2-dehydro-3-deoxyphosphooctonate aldolase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_13991	2-dehydro-3-deoxyphosphooctonate aldolase	lipopolysaccharide biosynthesis	UPA00030	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14711	phosphotransferase system transporter enzyme I, FruI	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14751	hypothetical protein	lipopolysaccharide biosynthesis	UPA00030	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14761	putative inner membrane protein	lipopolysaccharide biosynthesis	UPA00030	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14781	putative polysaccharide deacetylase	lipopolysaccharide biosynthesis	UPA00030	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14791	bifunctional UDP-glucuronic acid decarboxylase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase	lipopolysaccharide biosynthesis	UPA00030	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14801	putative glycosyl transferase	lipopolysaccharide biosynthesis	UPA00030	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14811	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	lipopolysaccharide biosynthesis	UPA00030	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14851	alginate o-acetyltransferase AlgI	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_17271	ADP-L-glycero-D-mannoheptose 6-epimerase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_17551	hypothetical protein	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_18251	lipid A biosynthesis lauroyl acyltransferase	Lipopolysaccharide biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_18251	lipid A biosynthesis lauroyl acyltransferase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19081	O-antigen chain length regulator	Lipopolysaccharide biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_19181	nucleotide sugar epimerase/dehydratase WbpM	Lipopolysaccharide biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_20371	lipid kinase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20811	tetraacyldisaccharide 4'-kinase	Lipopolysaccharide biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_20811	tetraacyldisaccharide 4'-kinase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20831	3-deoxy-manno-octulosonate cytidylyltransferase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20831	3-deoxy-manno-octulosonate cytidylyltransferase	lipopolysaccharide biosynthesis	UPA00030	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_21201	phospho-2-dehydro-3-deoxyheptonate aldolase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_21201	phospho-2-dehydro-3-deoxyheptonate aldolase	lipopolysaccharide biosynthesis	UPA00030	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_26401	2-dehydro-3-deoxyphosphooctonate aldolase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_26401	2-dehydro-3-deoxyphosphooctonate aldolase	lipopolysaccharide biosynthesis	UPA00030	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_30721	putative phosphomannose isomerase/GDP-mannose pyrophosphorylase	Lipopolysaccharide biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_33511	hypothetical protein	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35371	UDP-2,3-diacylglucosamine hydrolase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35791	phospho-2-dehydro-3-deoxyheptonate aldolase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35791	phospho-2-dehydro-3-deoxyheptonate aldolase	lipopolysaccharide biosynthesis	UPA00030	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_41891	rhamnosyltransferase 2	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_41891	rhamnosyltransferase 2	lipopolysaccharide biosynthesis	UPA00030	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_48041	phosphoheptose isomerase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_48371	putative phophatase	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_48371	putative phophatase	lipopolysaccharide biosynthesis	UPA00030	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_48431	nitrogen regulatory IIA protein	Lipopolysaccharide biosynthesis	00540	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
