Locus_Tag	Product	Pathway_Name	Pathway_Xref	Pathway_Database	Pathway_Version	ECO_code	ECO_term	PMID
PA1052	conserved hypothetical protein	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1089	conserved hypothetical protein	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1125	probable cobalamin biosynthetic protein	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1197	hypothetical protein	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1326	threonine dehydratase, biosynthetic	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA1326	threonine dehydratase, biosynthetic	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1326	threonine dehydratase, biosynthetic	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1375	erythronate-4-phosphate dehydrogenase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA1499	conserved hypothetical protein	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1587	dihydrolipoamide dehydrogenase Lpd	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA1587	dihydrolipoamide dehydrogenase Lpd	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1587	dihydrolipoamide dehydrogenase Lpd	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1757	homoserine kinase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA1757	homoserine kinase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2250	lipoamide dehydrogenase-Val	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2250	lipoamide dehydrogenase-Val	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA2250	lipoamide dehydrogenase-Val	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2413	L-2,4-diaminobutyrate:2-ketoglutarate 4-aminotransferase, PvdH	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA2413	L-2,4-diaminobutyrate:2-ketoglutarate 4-aminotransferase, PvdH	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2442	glycine cleavage system protein T2	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2442	glycine cleavage system protein T2	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA2442	glycine cleavage system protein T2	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2443	L-serine dehydratase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2443	L-serine dehydratase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA2443	L-serine dehydratase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2444	serine hydroxymethyltransferase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2444	serine hydroxymethyltransferase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA2444	serine hydroxymethyltransferase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2445	glycine cleavage system protein P2	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2445	glycine cleavage system protein P2	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA2445	glycine cleavage system protein P2	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2446	glycine cleavage system protein H2	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2612	seryl-tRNA synthetase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2683	probable serine/threonine dehydratase, degradative	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2683	probable serine/threonine dehydratase, degradative	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2744	threonyl-tRNA synthetase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA3107	o-succinylhomoserine sulfhydrylase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA3116	probable aspartate-semialdehyde dehydrogenase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3117	aspartate semialdehyde dehydrogenase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA3117	aspartate semialdehyde dehydrogenase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3117	aspartate semialdehyde dehydrogenase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3167	3-phosphoserine aminotransferase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA3167	3-phosphoserine aminotransferase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3167	3-phosphoserine aminotransferase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3357	D-serine dehydratase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA3357	D-serine dehydratase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3357	D-serine dehydratase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3504	probable aldehyde dehydrogenase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3629	alcohol dehydrogenase class III	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3710	probable GMC-type oxidoreductase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3735	threonine synthase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA3735	threonine synthase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3736	homoserine dehydrogenase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA3736	homoserine dehydrogenase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3736	homoserine dehydrogenase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3751	phosphoribosylglycinamide formyltransferase 2	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4123	5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4406	UDP-3-O-acyl-N-acetylglucosamine deacetylase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4515	conserved hypothetical protein	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4602	serine hydroxymethyltransferase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4602	serine hydroxymethyltransferase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4602	serine hydroxymethyltransferase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4626	glycerate dehydrogenase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4693	phosphatidylserine synthase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4829	dihydrolipoamide dehydrogenase 3	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4829	dihydrolipoamide dehydrogenase 3	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4829	dihydrolipoamide dehydrogenase 3	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4957	phosphatidylserine decarboxylase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4960	probable phosphoserine phosphatase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA4960	probable phosphoserine phosphatase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4960	probable phosphoserine phosphatase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5025	homocysteine synthase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5131	phosphoglycerate mutase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5131	phosphoglycerate mutase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5213	glycine cleavage system protein P1	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5213	glycine cleavage system protein P1	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5213	glycine cleavage system protein P1	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5214	glycine cleavage system protein H1	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5214	glycine cleavage system protein H1	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5215	glycine-cleavage system protein T1	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5215	glycine-cleavage system protein T1	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5215	glycine-cleavage system protein T1	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5372	choline dehydrogenase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5372	choline dehydrogenase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5372	choline dehydrogenase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5373	betaine aldehyde dehydrogenase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5373	betaine aldehyde dehydrogenase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5373	betaine aldehyde dehydrogenase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5379	L-serine dehydratase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5379	L-serine dehydratase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5379	L-serine dehydratase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5413	low specificity l-threonine aldolase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5413	low specificity l-threonine aldolase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5415	serine hydroxymethyltransferase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5415	serine hydroxymethyltransferase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5415	serine hydroxymethyltransferase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5416	sarcosine oxidase beta subunit	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5417	sarcosine oxidase delta subunit	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5418	sarcosine oxidase alpha subunit	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5418	sarcosine oxidase alpha subunit	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5419	sarcosine oxidase gamma subunit	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5495	homoserine kinase	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA5495	homoserine kinase	Glycine, serine and threonine metabolism	00260	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5495	homoserine kinase	Glycine, serine and threonine metabolism	pae00260	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0008	glycyl-tRNA synthetase beta chain	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA0009	glycyl-tRNA synthetase alpha chain	Glycine, serine and threonine metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA2153	1,4-alpha-glucan branching enzyme	glycogen biosynthesis	UPA00164	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA2165	probable glycogen synthase	glycogen biosynthesis	UPA00164	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA2153	1,4-alpha-glucan branching enzyme	glycogen biosynthesis I (from ADP-D-Glucose)	GLYCOGENSYNTH-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA2165	probable glycogen synthase	glycogen biosynthesis I (from ADP-D-Glucose)	GLYCOGENSYNTH-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA2160	probable glycosyl hydrolase	glycogen degradation	UPA00165	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA2144	glycogen phosphorylase	glycogen degradation I	GLYCOCAT-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA3193	glucokinase	glycogen degradation I	GLYCOCAT-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA0608	probable phosphoglycolate phosphatase	glycolate biosynthesis	UPA00865	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3172	probable hydrolase	glycolate biosynthesis	UPA00865	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1502	glyoxylate carboligase	glycolate degradation	UPA00864	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1994	hypothetical protein	glycolipid metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA0552	phosphoglycerate kinase	glycolysis	UPA00109	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0555	fructose-1,6-bisphosphate aldolase	glycolysis	UPA00109	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1498	pyruvate kinase I	glycolysis	UPA00109	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3001	probable glyceraldehyde-3-phosphate dehydrogenase	glycolysis	UPA00109	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3195	glyceraldehyde 3-phosphate dehydrogenase	glycolysis	UPA00109	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3635	enolase	glycolysis	UPA00109	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4329	pyruvate kinase II	glycolysis	UPA00109	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4732	glucose-6-phosphate isomerase	glycolysis	UPA00109	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4748	triosephosphate isomerase	glycolysis	UPA00109	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5131	phosphoglycerate mutase	glycolysis	UPA00109	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0224	probable aldolase	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA0552	phosphoglycerate kinase	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA0555	fructose-1,6-bisphosphate aldolase	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA1400	probable pyruvate carboxylase	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA1498	pyruvate kinase I	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA1770	phosphoenolpyruvate synthase	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA2323	GapN	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA2843	probable aldolase	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA3001	probable glyceraldehyde-3-phosphate dehydrogenase	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA3131	probable aldolase	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA3195	glyceraldehyde 3-phosphate dehydrogenase	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA3430	probable aldolase	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA3635	enolase	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4329	pyruvate kinase II	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4732	glucose-6-phosphate isomerase	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA4748	triosephosphate isomerase	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA5110	fructose-1,6-bisphosphatase	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA5131	phosphoglycerate mutase	glycolysis + citric acid pathway	GLYCOLYSIS+CITRIC-ACID-PWY	PseudoCyc	19.5	ECO:0000250	sequence similarity evidence used in manual assertion	12867747
PA0552	phosphoglycerate kinase	Glycolysis / Gluconeogenesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA0552	phosphoglycerate kinase	Glycolysis / Gluconeogenesis	00010	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0552	phosphoglycerate kinase	Glycolysis / Gluconeogenesis	pae00010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0555	fructose-1,6-bisphosphate aldolase	Glycolysis / Gluconeogenesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA0555	fructose-1,6-bisphosphate aldolase	Glycolysis / Gluconeogenesis	00010	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0555	fructose-1,6-bisphosphate aldolase	Glycolysis / Gluconeogenesis	pae00010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0887	acetyl-coenzyme A synthetase	Glycolysis / Gluconeogenesis	00010	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0887	acetyl-coenzyme A synthetase	Glycolysis / Gluconeogenesis	pae00010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1027	delta1-Piperideine-6-carboxylate dehydrogenase	Glycolysis / Gluconeogenesis	pae00010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1498	pyruvate kinase I	Glycolysis / Gluconeogenesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA1498	pyruvate kinase I	Glycolysis / Gluconeogenesis	00010	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1498	pyruvate kinase I	Glycolysis / Gluconeogenesis	pae00010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1587	dihydrolipoamide dehydrogenase Lpd	Glycolysis / Gluconeogenesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA1587	dihydrolipoamide dehydrogenase Lpd	Glycolysis / Gluconeogenesis	00010	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1587	dihydrolipoamide dehydrogenase Lpd	Glycolysis / Gluconeogenesis	pae00010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1982	quinoprotein ethanol dehydrogenase	Glycolysis / Gluconeogenesis	pae00010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1984	NAD+ dependent aldehyde dehydrogenase ExaC	Glycolysis / Gluconeogenesis	pae00010	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2250	lipoamide dehydrogenase-Val	Glycolysis / Gluconeogenesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
